Key: 006ONDhLV6, Value: value8334, Extra: extra8334, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m51s, FileName: data.txt, Offset: 833400, Size: 100
Key: mPpHmRb5wu, Value: value81, Extra: extra81, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 47m41s, FileName: data.txt, Offset: 8100, Size: 100
Key: mQ11FobL0t, Value: value6617, Extra: extra6617, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m38s, FileName: data.txt, Offset: 661700, Size: 100
Key: mR3bZXOGIM, Value: value492, Extra: extra492, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 12m8s, FileName: data.txt, Offset: 49200, Size: 100
Key: mRTScoaZvP, Value: value8211, Extra: extra8211, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m25s, FileName: data.txt, Offset: 821100, Size: 100
Key: mSTmoB0nOI, Value: value9889, Extra: extra9889, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m30s, FileName: data.txt, Offset: 988900, Size: 100
Key: mSbnuZLh4h, Value: value9668, Extra: extra9668, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m59s, FileName: data.txt, Offset: 966800, Size: 100
Key: mThWxUFgHp, Value: value9008, Extra: extra9008, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m24s, FileName: data.txt, Offset: 900800, Size: 100
Key: mTkvMLiutO, Value: value3561, Extra: extra3561, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m31s, FileName: data.txt, Offset: 356100, Size: 100
Key: mTlPOtacL7, Value: value5627, Extra: extra5627, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m40s, FileName: data.txt, Offset: 562700, Size: 100
Key: mU2DfmB71T, Value: value454, Extra: extra454, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 3m11s, FileName: data.txt, Offset: 45400, Size: 100
Key: mU5IuwMfuw, Value: value7007, Extra: extra7007, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m10s, FileName: data.txt, Offset: 700700, Size: 100
Key: mV151Q5EE9, Value: value7339, Extra: extra7339, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m8s, FileName: data.txt, Offset: 733900, Size: 100
Key: mVO9GHOTco, Value: value7458, Extra: extra7458, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m27s, FileName: data.txt, Offset: 745800, Size: 100
Key: mVYsuVOqmZ, Value: value455, Extra: extra455, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 34m15s, FileName: data.txt, Offset: 45500, Size: 100
Key: mVldii9KQM, Value: value1668, Extra: extra1668, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m25s, FileName: data.txt, Offset: 166800, Size: 100
Key: mVrOVyLAwZ, Value: value5708, Extra: extra5708, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m58s, FileName: data.txt, Offset: 570800, Size: 100
Key: mWO03RpkoH, Value: value4604, Extra: extra4604, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m24s, FileName: data.txt, Offset: 460400, Size: 100
Key: mWo16DxtPS, Value: value2221, Extra: extra2221, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m38s, FileName: data.txt, Offset: 222100, Size: 100
Key: mX5q7YjNm9, Value: value1212, Extra: extra1212, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m57s, FileName: data.txt, Offset: 121200, Size: 100
Key: mXTNHRa7fT, Value: value8099, Extra: extra8099, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m26s, FileName: data.txt, Offset: 809900, Size: 100
Key: mY5kEcOJZw, Value: value4170, Extra: extra4170, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m51s, FileName: data.txt, Offset: 417000, Size: 100
Key: mYOuK0tlhW, Value: value4940, Extra: extra4940, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m12s, FileName: data.txt, Offset: 494000, Size: 100
Key: mYSDZpLpCq, Value: value7283, Extra: extra7283, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m19s, FileName: data.txt, Offset: 728300, Size: 100
Key: mZ2ZgTKMiJ, Value: value9940, Extra: extra9940, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m29s, FileName: data.txt, Offset: 994000, Size: 100
Key: mZOI3NnR8i, Value: value1514, Extra: extra1514, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m38s, FileName: data.txt, Offset: 151400, Size: 100
Key: mZVK2Fmc7W, Value: value4168, Extra: extra4168, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m55s, FileName: data.txt, Offset: 416800, Size: 100
Key: mZWoRWTKyU, Value: value5734, Extra: extra5734, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 7m4s, FileName: data.txt, Offset: 573400, Size: 100
Key: mZiIy6FKee, Value: value6595, Extra: extra6595, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 53m41s, FileName: data.txt, Offset: 659500, Size: 100
Key: mZx06MDjOz, Value: value1317, Extra: extra1317, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m14s, FileName: data.txt, Offset: 131700, Size: 100
Key: ma1nOT4Ohs, Value: value8922, Extra: extra8922, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m52s, FileName: data.txt, Offset: 892200, Size: 100
Key: mcg8lLFDTP, Value: value5238, Extra: extra5238, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m22s, FileName: data.txt, Offset: 523800, Size: 100
Key: mcrAqzQmAR, Value: value4467, Extra: extra4467, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m36s, FileName: data.txt, Offset: 446700, Size: 100
Key: md0hcEsDWx, Value: value1612, Extra: extra1612, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 28s, FileName: data.txt, Offset: 161200, Size: 100
Key: me0xCIC28G, Value: value6680, Extra: extra6680, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m4s, FileName: data.txt, Offset: 668000, Size: 100
Key: me8ik771pX, Value: value4181, Extra: extra4181, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 32m55s, FileName: data.txt, Offset: 418100, Size: 100
Key: mefav8P6RG, Value: value4190, Extra: extra4190, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m29s, FileName: data.txt, Offset: 419000, Size: 100
Key: mfRKloLiKX, Value: value3353, Extra: extra3353, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m10s, FileName: data.txt, Offset: 335300, Size: 100
Key: mfVqieZRJZ, Value: value2345, Extra: extra2345, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m46s, FileName: data.txt, Offset: 234500, Size: 100
Key: mfdn0oJJDt, Value: value3544, Extra: extra3544, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m34s, FileName: data.txt, Offset: 354400, Size: 100
Key: mfsSevy5Gt, Value: value6006, Extra: extra6006, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m55s, FileName: data.txt, Offset: 600600, Size: 100
Key: mfx1lx8wCW, Value: value4906, Extra: extra4906, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m16s, FileName: data.txt, Offset: 490600, Size: 100
Key: mg4xuOtgAe, Value: value4703, Extra: extra4703, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m21s, FileName: data.txt, Offset: 470300, Size: 100
Key: mg5823YdWv, Value: value3566, Extra: extra3566, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 17m25s, FileName: data.txt, Offset: 356600, Size: 100
Key: mgFtwotCYy, Value: value8137, Extra: extra8137, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 36m4s, FileName: data.txt, Offset: 813700, Size: 100
Key: mgsvCpnJmR, Value: value9793, Extra: extra9793, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m28s, FileName: data.txt, Offset: 979300, Size: 100
Key: mhUxw9N8th, Value: value3183, Extra: extra3183, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m46s, FileName: data.txt, Offset: 318300, Size: 100
Key: miECAnOMHY, Value: value2912, Extra: extra2912, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m15s, FileName: data.txt, Offset: 291200, Size: 100
Key: miPUoLq8F7, Value: value1736, Extra: extra1736, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m41s, FileName: data.txt, Offset: 173600, Size: 100
Key: miR7xoKvGR, Value: value8562, Extra: extra8562, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m32s, FileName: data.txt, Offset: 856200, Size: 100
Key: miZ7zYrImE, Value: value7947, Extra: extra7947, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m20s, FileName: data.txt, Offset: 794700, Size: 100
Key: miugdFi6AT, Value: value8955, Extra: extra8955, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m39s, FileName: data.txt, Offset: 895500, Size: 100
Key: mj61Uq5czG, Value: value3000, Extra: extra3000, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 49m58s, FileName: data.txt, Offset: 300000, Size: 100
Key: mk48NuHBUp, Value: value9852, Extra: extra9852, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m2s, FileName: data.txt, Offset: 985200, Size: 100
Key: mkNlT0aqix, Value: value5313, Extra: extra5313, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m32s, FileName: data.txt, Offset: 531300, Size: 100
Key: mkXluOkNef, Value: value4952, Extra: extra4952, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m44s, FileName: data.txt, Offset: 495200, Size: 100
Key: mlIJSzaScq, Value: value9239, Extra: extra9239, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m51s, FileName: data.txt, Offset: 923900, Size: 100
Key: mlJfQ102Mk, Value: value1218, Extra: extra1218, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 54m42s, FileName: data.txt, Offset: 121800, Size: 100
Key: mlVBlbzES0, Value: value662, Extra: extra662, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 16s, FileName: data.txt, Offset: 66200, Size: 100
Key: mlurHWJixF, Value: value4984, Extra: extra4984, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 31m52s, FileName: data.txt, Offset: 498400, Size: 100
Key: mmDkwwkcQs, Value: value4648, Extra: extra4648, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m37s, FileName: data.txt, Offset: 464800, Size: 100
Key: mmYYc9PNzg, Value: value2727, Extra: extra2727, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m22s, FileName: data.txt, Offset: 272700, Size: 100
Key: mmgxlJW9ed, Value: value3125, Extra: extra3125, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m9s, FileName: data.txt, Offset: 312500, Size: 100
Key: mp6pVFB4jF, Value: value2791, Extra: extra2791, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m22s, FileName: data.txt, Offset: 279100, Size: 100
Key: mp8igCpe3K, Value: value248, Extra: extra248, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 34m7s, FileName: data.txt, Offset: 24800, Size: 100
Key: mqEndbG5RQ, Value: value6390, Extra: extra6390, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 59m44s, FileName: data.txt, Offset: 639000, Size: 100
Key: mqGdSQowPp, Value: value607, Extra: extra607, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 34m35s, FileName: data.txt, Offset: 60700, Size: 100
Key: mqkcElsVmU, Value: value9034, Extra: extra9034, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m10s, FileName: data.txt, Offset: 903400, Size: 100
Key: mr0q33owbB, Value: value80, Extra: extra80, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 25m31s, FileName: data.txt, Offset: 8000, Size: 100
Key: mrCm7VEUHl, Value: value2115, Extra: extra2115, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m31s, FileName: data.txt, Offset: 211500, Size: 100
Key: ms0A5jWgA6, Value: value9957, Extra: extra9957, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m49s, FileName: data.txt, Offset: 995700, Size: 100
Key: mtdECLy7av, Value: value5046, Extra: extra5046, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m34s, FileName: data.txt, Offset: 504600, Size: 100
Key: mtgqtSG0Vx, Value: value3568, Extra: extra3568, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m1s, FileName: data.txt, Offset: 356800, Size: 100
Key: muAmjz5Rj3, Value: value3710, Extra: extra3710, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m25s, FileName: data.txt, Offset: 371000, Size: 100
Key: mv4wK5KjM2, Value: value2708, Extra: extra2708, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m51s, FileName: data.txt, Offset: 270800, Size: 100
Key: mvVVh4zD5c, Value: value4010, Extra: extra4010, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m30s, FileName: data.txt, Offset: 401000, Size: 100
Key: mwNViDyJ4w, Value: value4728, Extra: extra4728, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 13m11s, FileName: data.txt, Offset: 472800, Size: 100
Key: mx149PmaUR, Value: value6750, Extra: extra6750, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m54s, FileName: data.txt, Offset: 675000, Size: 100
Key: mxEVrF0awD, Value: value5390, Extra: extra5390, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m22s, FileName: data.txt, Offset: 539000, Size: 100
Key: mxsUqeEYrf, Value: value189, Extra: extra189, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 38m33s, FileName: data.txt, Offset: 18900, Size: 100
Key: myQ65B29gL, Value: value1393, Extra: extra1393, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 38m20s, FileName: data.txt, Offset: 139300, Size: 100
Key: myanZybh9N, Value: value3701, Extra: extra3701, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m39s, FileName: data.txt, Offset: 370100, Size: 100
Key: mz95azuFj8, Value: value1444, Extra: extra1444, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 22m18s, FileName: data.txt, Offset: 144400, Size: 100
Key: mzW9ceRAaf, Value: value5324, Extra: extra5324, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m32s, FileName: data.txt, Offset: 532400, Size: 100
Key: mzofw0OyST, Value: value8204, Extra: extra8204, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m20s, FileName: data.txt, Offset: 820400, Size: 100
Key: mzvNGx4dNi, Value: value5741, Extra: extra5741, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m19s, FileName: data.txt, Offset: 574100, Size: 100
Key: n0EB6aFpxg, Value: value7263, Extra: extra7263, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m23s, FileName: data.txt, Offset: 726300, Size: 100
Key: n0JMUGP38j, Value: value3527, Extra: extra3527, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 16m51s, FileName: data.txt, Offset: 352700, Size: 100
Key: n0JstcAdSr, Value: value7584, Extra: extra7584, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m42s, FileName: data.txt, Offset: 758400, Size: 100
Key: n0jEXqa52F, Value: value2891, Extra: extra2891, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 59m26s, FileName: data.txt, Offset: 289100, Size: 100
Key: n0tX9Z8Nd1, Value: value8093, Extra: extra8093, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m21s, FileName: data.txt, Offset: 809300, Size: 100
Key: n1WTjAi5nl, Value: value7138, Extra: extra7138, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m12s, FileName: data.txt, Offset: 713800, Size: 100
Key: n2CvqA51eS, Value: value6355, Extra: extra6355, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 10m47s, FileName: data.txt, Offset: 635500, Size: 100
Key: n2MzI6lKdR, Value: value34, Extra: extra34, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 1m37s, FileName: data.txt, Offset: 3400, Size: 100
Key: n2VGhUseIz, Value: value6102, Extra: extra6102, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m59s, FileName: data.txt, Offset: 610200, Size: 100
Key: n2dhGEZhXH, Value: value9920, Extra: extra9920, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m6s, FileName: data.txt, Offset: 992000, Size: 100
Key: n2hkzfoqDI, Value: value7315, Extra: extra7315, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 15m24s, FileName: data.txt, Offset: 731500, Size: 100
Key: n2pF4ra8ug, Value: value8950, Extra: extra8950, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m22s, FileName: data.txt, Offset: 895000, Size: 100
Key: n388enXvy9, Value: value6285, Extra: extra6285, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m27s, FileName: data.txt, Offset: 628500, Size: 100
Key: n3A3eCpuqJ, Value: value8904, Extra: extra8904, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m20s, FileName: data.txt, Offset: 890400, Size: 100
Key: n3Ftq2k6JQ, Value: value7424, Extra: extra7424, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m22s, FileName: data.txt, Offset: 742400, Size: 100
Key: n3MvpK1I9k, Value: value3348, Extra: extra3348, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 44m57s, FileName: data.txt, Offset: 334800, Size: 100
Key: n3RFRZoG9O, Value: value1153, Extra: extra1153, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m43s, FileName: data.txt, Offset: 115300, Size: 100
Key: n3gdwezOQF, Value: value1239, Extra: extra1239, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m9s, FileName: data.txt, Offset: 123900, Size: 100
Key: n3mHMk8wUL, Value: value6392, Extra: extra6392, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 52m47s, FileName: data.txt, Offset: 639200, Size: 100
Key: n48ybcPvFc, Value: value4944, Extra: extra4944, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 39m10s, FileName: data.txt, Offset: 494400, Size: 100
Key: n4lWFJ8fR6, Value: value6521, Extra: extra6521, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 3m4s, FileName: data.txt, Offset: 652100, Size: 100
Key: n54DmncdBG, Value: value6064, Extra: extra6064, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m24s, FileName: data.txt, Offset: 606400, Size: 100
Key: n5C7gq2reE, Value: value6752, Extra: extra6752, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 24m41s, FileName: data.txt, Offset: 675200, Size: 100
Key: n5cWgLvsG2, Value: value3448, Extra: extra3448, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 27m39s, FileName: data.txt, Offset: 344800, Size: 100
Key: n6ooIBBKPM, Value: value6879, Extra: extra6879, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m20s, FileName: data.txt, Offset: 687900, Size: 100
Key: n73VzhsQND, Value: value50, Extra: extra50, KeySize: 5, ValueSize: 7, ExtraSize: 7, TTL: 5m21s, FileName: data.txt, Offset: 5000, Size: 100
Key: n7DzYivY0P, Value: value3844, Extra: extra3844, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 55m13s, FileName: data.txt, Offset: 384400, Size: 100
Key: n8A6bpIu8z, Value: value1547, Extra: extra1547, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m59s, FileName: data.txt, Offset: 154700, Size: 100
Key: n8DNmbRjME, Value: value5924, Extra: extra5924, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 50m4s, FileName: data.txt, Offset: 592400, Size: 100
Key: n8EkV0yJtK, Value: value122, Extra: extra122, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 56m34s, FileName: data.txt, Offset: 12200, Size: 100
Key: n8qcf2Z3o1, Value: value6825, Extra: extra6825, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 40m54s, FileName: data.txt, Offset: 682500, Size: 100
Key: n9NXdBCTbS, Value: value4904, Extra: extra4904, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m18s, FileName: data.txt, Offset: 490400, Size: 100
Key: nADVMTZZC5, Value: value1703, Extra: extra1703, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 9m49s, FileName: data.txt, Offset: 170300, Size: 100
Key: nAr9nW7Mp1, Value: value3766, Extra: extra3766, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m25s, FileName: data.txt, Offset: 376600, Size: 100
Key: nB341lbm9N, Value: value5775, Extra: extra5775, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 41m28s, FileName: data.txt, Offset: 577500, Size: 100
Key: nBM5fgyDee, Value: value1581, Extra: extra1581, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 56m24s, FileName: data.txt, Offset: 158100, Size: 100
Key: nC4qVjriQv, Value: value5521, Extra: extra5521, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 43m56s, FileName: data.txt, Offset: 552100, Size: 100
Key: nCF9AryAgp, Value: value1070, Extra: extra1070, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 53m32s, FileName: data.txt, Offset: 107000, Size: 100
Key: nD1ER52Ntc, Value: value7924, Extra: extra7924, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m1s, FileName: data.txt, Offset: 792400, Size: 100
Key: nDDj95S9uf, Value: value3712, Extra: extra3712, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m27s, FileName: data.txt, Offset: 371200, Size: 100
Key: nDY4CZwbiO, Value: value7280, Extra: extra7280, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 33m30s, FileName: data.txt, Offset: 728000, Size: 100
Key: nEHlnjnLoA, Value: value8923, Extra: extra8923, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 21m14s, FileName: data.txt, Offset: 892300, Size: 100
Key: nFYTz3bPDG, Value: value1046, Extra: extra1046, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m5s, FileName: data.txt, Offset: 104600, Size: 100
Key: nFq5E5W99h, Value: value1766, Extra: extra1766, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 46m42s, FileName: data.txt, Offset: 176600, Size: 100
Key: nGM1nzzk0e, Value: value488, Extra: extra488, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 21m57s, FileName: data.txt, Offset: 48800, Size: 100
Key: nGNO8fZfHi, Value: value2763, Extra: extra2763, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 19m21s, FileName: data.txt, Offset: 276300, Size: 100
Key: nHzl4IIfZM, Value: value5370, Extra: extra5370, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 6m14s, FileName: data.txt, Offset: 537000, Size: 100
Key: nIGv1Joco8, Value: value9637, Extra: extra9637, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 42m1s, FileName: data.txt, Offset: 963700, Size: 100
Key: nIlERkYrJq, Value: value9409, Extra: extra9409, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 5m23s, FileName: data.txt, Offset: 940900, Size: 100
Key: nJ0mTnFyjU, Value: value1247, Extra: extra1247, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 2m28s, FileName: data.txt, Offset: 124700, Size: 100
Key: nK3GkgrylH, Value: value6393, Extra: extra6393, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 4m57s, FileName: data.txt, Offset: 639300, Size: 100
Key: nMCCVbO8qW, Value: value1659, Extra: extra1659, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 47m26s, FileName: data.txt, Offset: 165900, Size: 100
Key: nMJfVLQnHU, Value: value1920, Extra: extra1920, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m25s, FileName: data.txt, Offset: 192000, Size: 100
Key: nNM8hCA639, Value: value2261, Extra: extra2261, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m10s, FileName: data.txt, Offset: 226100, Size: 100
Key: nNmDQjOTtr, Value: value6179, Extra: extra6179, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 57m13s, FileName: data.txt, Offset: 617900, Size: 100
Key: nOAjK3IHTX, Value: value9759, Extra: extra9759, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 14m3s, FileName: data.txt, Offset: 975900, Size: 100
Key: nOCj1BiRYo, Value: value9449, Extra: extra9449, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 26m16s, FileName: data.txt, Offset: 944900, Size: 100
Key: nOqy6iUIrV, Value: value7644, Extra: extra7644, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 34m25s, FileName: data.txt, Offset: 764400, Size: 100
Key: nPEXpsRrF9, Value: value597, Extra: extra597, KeySize: 6, ValueSize: 8, ExtraSize: 8, TTL: 12m51s, FileName: data.txt, Offset: 59700, Size: 100
Key: nQeTkyJzAj, Value: value9248, Extra: extra9248, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 8m37s, FileName: data.txt, Offset: 924800, Size: 100
Key: nR9qZAljat, Value: value4610, Extra: extra4610, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 48m25s, FileName: data.txt, Offset: 461000, Size: 100
Key: nRHIOGgyBo, Value: value9702, Extra: extra9702, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 18m56s, FileName: data.txt, Offset: 970200, Size: 100
Key: nRWzbN8nHH, Value: value8891, Extra: extra8891, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 25m37s, FileName: data.txt, Offset: 889100, Size: 100
Key: nRh5R3t3Kp, Value: value5160, Extra: extra5160, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m54s, FileName: data.txt, Offset: 516000, Size: 100
Key: nRmFi1Ozpx, Value: value3339, Extra: extra3339, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 35m32s, FileName: data.txt, Offset: 333900, Size: 100
Key: nRw5PDVzxL, Value: value1522, Extra: extra1522, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 51m35s, FileName: data.txt, Offset: 152200, Size: 100
Key: nSTKbzsuNK, Value: value7885, Extra: extra7885, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 1m22s, FileName: data.txt, Offset: 788500, Size: 100
Key: nSfU5IS9Gt, Value: value6860, Extra: extra6860, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 20m52s, FileName: data.txt, Offset: 686000, Size: 100
Key: nSursFWVJE, Value: value1010, Extra: extra1010, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 29m8s, FileName: data.txt, Offset: 101000, Size: 100
Key: nTluTZy3CT, Value: value9615, Extra: extra9615, KeySize: 7, ValueSize: 9, ExtraSize: 9, TTL: 23m48s, FileName: data.txt, Offset: 961500, Size: 100
